## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
L1FLnI_3p12.3s	10129	0.0	0.0
ERVLB4_3p12.3b	2890	0.0	0.0
L1FLnI_3p12.3r	10005	0.0	0.0
L1FLnI_3p12.3q	10067	0.0	0.0
L1FLnI_3p12.3p	10155	0.0	0.0
HML1_3p12.3	2143	0.0	0.0
HML3_3p12.3	3861	0.0	0.0
L1FLnI_3p12.3o	9167	0.0	0.0
MER101_3p12.3	3182	0.0	0.0
PRIMA41_3p12.3	2190	0.0	0.0
L1FLnI_3p12.3n	8917	0.0	0.0
HERVE_3p12.3c	4068	0.0	0.0
ERVLB4_3p12.3a	597	0.0	0.0
HERVS71_3p12.3	7220	0.0	0.0
L1FLnI_3p12.3m	10153	0.0	0.0
HERVH_3p12.3a	5768	0.0	0.0
HERVE_3p12.3b	4055	0.0	0.0
L1FLnI_3p12.3l	10008	0.0	0.0
MER61_3p12.3a	841	0.0	0.0
HERVE_3p12.3a	8543	0.0	0.0
L1FLnI_3p12.3k	10031	0.0	0.0
HERV4_3p12.3	1043	0.0	0.0
L1FLnI_3p12.3j	10037	0.0	0.0
L1FLnI_3p12.3i	10053	0.0	0.0
HERVH_3p12.3b	3438	0.0	0.0
ERV316A3_3p12.3c	1016	0.0	0.0
ERV316A3_3p12.2a	4888	0.0	0.0
ERV316A3_3p12.3d	1818	0.0	0.0
HERVEA_3p12.3	8098	0.0	0.0
ERV316A3_3p12.3e	1575	0.0	0.0
HERVH_3p12.3e	3068	0.0	0.0
L1FLnI_3p12.3y	9003	0.0	0.0
ERVLE_3p12.3	1645	0.0	0.0
HERVK11_3p12.3	8925	0.0	0.0
L1FLnI_3p12.3x	10145	0.0	0.0
L1FLnI_3p12.3w	10161	0.0	0.0
HERVH_3p12.3d	5819	0.0	0.0
L1FLnI_3p12.3v	10130	0.0	0.0
ERVLB4_3p12.3f	4825	0.0	0.0
ERVLB4_3p12.3e	1635	0.0	0.0
HERVH_3p12.3c	4129	0.0	0.0
HERVL40_3p12.3	1103	0.0	0.0
MER61_3p12.3b	3461	0.0	0.0
ERVLB4_3p12.3d	1443	0.0	0.0
MER4B_3p12.3	1093	0.0	0.0
L1FLnI_3p12.3u	8735	0.0	0.0
HUERSP3_3p12.3	3357	0.0	0.0
ERVLB4_3p12.3c	954	0.0	0.0
L1FLnI_3p12.3t	10389	0.0	0.0
L1FLI_3p12.3	8016	0.0	0.0
HERVL_3p12.3	5927	0.0	0.0
ERVLB4_3p14.2	3454	0.0	0.0
HERVH_3p14.3c	3333	0.0	0.0
L1FLnI_3p12.1b	8693	0.0	0.0
L1FLnI_3p22.1q	9976	0.0	0.0
ERVLE_3p22.1c	1305	0.0	0.0
L1FLnI_3p22.1z	10382	0.0	0.0
L1FLnI_3p22.1y	10121	0.0	0.0
ERVLB4_3p22.1a	2040	0.0	0.0
L1FLnI_3p22.1x	10155	0.0	0.0
L1FLnI_3p22.1w	10423	0.0	0.0
L1FLnI_3p22.1v	9559	0.0	0.0
L1FLnI_3p22.1u	10433	0.0	0.0
L1FLnI_3p22.1t	10338	0.0	0.0
L1FLnI_3p22.1s	10056	0.0	0.0
L1FLnI_3p22.1r	9948	0.0	0.0
L1FLnI_3p22.1p	10151	0.0	0.0
MER41_3p14.3b	2640	0.0	0.0
L1FLnI_3p22.1o	10105	0.0	0.0
L1FLnI_3p22.1n	8835	0.0	0.0
L1FLnI_3p22.1m	10027	0.0	0.0
L1FLnI_3p22.1l	8618	0.0	0.0
HERVH_3p22.1b	5768	0.0	0.0
MER41_3p22.1b	3031	0.0	0.0
MER41_3p22.1a	6122	0.0	0.0
L1FLnI_3p22.1k	10115	0.0	0.0
MER101_3p22.1a	610	0.0	0.0
L1FLnI_3p22.1j	10038	0.0	0.0
L1FLnI_3p22.1i	10124	0.0	0.0
L1FLnI_3p22.1aa	9562	0.0	0.0
L1FLnI_3p22.1ba	10151	0.0	0.0
MER101_3p22.1b	885	0.0	0.0
MER101_3p22.1c	2240	0.0	0.0
HERVH_3p21.31b	4358	0.0	0.0
MER61_3p21.31	5525	0.0	0.0
HERV9_3p21.31	7363	0.0	0.0
HUERSP1_3p21.31	7534	0.0	0.0
ERVLB4_3p21.31a	1944	0.0	0.0
HERVH_3p21.31a	5785	0.0	0.0
L1FLnI_3p21.33e	10505	0.0	0.0
L1FLnI_3p21.33d	9577	0.0	0.0
L1FLnI_3p21.33c	9093	0.0	0.0
L1FLnI_3p21.33b	10139	0.0	0.0
L1FLnI_3p21.33a	8560	0.0	0.0
L1FLnI_3p22.1fa	10153	0.0	0.0
L1FLnI_3p22.1ea	10024	0.0	0.0
ERVLE_3p22.1e	819	0.0	0.0
L1FLnI_3p22.1da	10015	0.0	0.0
L1FLnI_3p22.1ca	10023	0.0	0.0
MER61_3p22.1	824	0.0	0.0
LTR25_3p22.1	3972	0.0	0.0
HERVFRD_3p22.1	4075	0.0	0.0
PABLA_3p22.1	2403	0.0	0.0
MER41_3p22.1c	2214	0.0	0.0
ERVLE_3p22.1d	678	0.0	0.0
ERVLB4_3p22.1b	1130	0.0	0.0
L1FLnI_3p22.1h	10123	0.0	0.0
L1FLnI_3p22.1g	10149	0.0	0.0
ERVLE_3p22.1b	1551	0.0	0.0
L1FLnI_3p22.3da	9419	0.0	0.0
L1FLnI_3p22.3ca	10140	0.0	0.0
L1FLnI_3p22.3ba	9405	0.0	0.0
ERVLE_3p22.3e	938	0.0	0.0
L1FLnI_3p22.3aa	8996	0.0	0.0
ERVLE_3p22.3d	1331	0.0	0.0
HERVH_3p22.3d	5611	0.0	0.0
L1FLnI_3p22.3z	10038	0.0	0.0
ERV316A3_3p22.3a	1215	0.0	0.0
L1FLnI_3p22.3y	8729	0.0	0.0
MER61_3p22.3b	2299	0.0	0.0
L1FLnI_3p22.3x	9870	0.0	0.0
L1FLnI_3p22.3w	9880	0.0	0.0
L1FLnI_3p22.3v	10120	0.0	0.0
L1FLnI_3p22.3u	8908	0.0	0.0
L1FLnI_3p22.3t	9241	0.0	0.0
HERVL_3p22.3c	1256	0.0	0.0
L1FLnI_3p22.3s	10020	0.0	0.0
L1FLnI_3p22.3r	10061	0.0	0.0
L1FLnI_3p22.3q	10057	0.0	0.0
ERVL_3p22.3	1989	0.0	0.0
HERVL_3p22.3b	606	0.0	0.0
ERVLE_3p22.3c	1200	0.0	0.0
ERVLB4_3p22.3b	3342	0.0	0.0
ERV316A3_3p22.3b	866	0.0	0.0
L1FLnI_3p22.3ea	10119	0.0	0.0
L1FLnI_3p22.1f	9153	0.0	0.0
ERVLE_3p22.3f	1141	0.0	0.0
L1FLnI_3p22.1e	8986	0.0	0.0
ERVLE_3p22.1a	635	0.0	0.0
HERVW_3p22.1	1696	0.0	0.0
L1FLnI_3p22.1d	9316	0.0	0.0
HERVH_3p22.1a	5779	0.0	0.0
L1FLnI_3p22.1c	10444	0.0	0.0
L1FLnI_3p22.1b	10118	0.0	0.0
L1FLnI_3p22.1a	9616	0.0	0.0
ERVLE_3p22.2c	850	0.0	0.0
ERVLE_3p22.2b	1249	0.0	0.0
L1FLnI_3p22.2g	10156	0.0	0.0
L1FLnI_3p22.2f	9010	0.0	0.0
ERVLE_3p22.2a	778	0.0	0.0
HML3_3p22.2	6099	0.0	0.0
L1FLnI_3p22.2e	10137	0.0	0.0
HERVW_3p22.2	7786	0.0	0.0
HERVH_3p22.2b	11546	0.0	0.0
L1FLnI_3p22.2d	9178	0.0	0.0
L1FLnI_3p22.2c	10139	0.0	0.0
L1FLnI_3p22.2b	10162	0.0	0.0
HERVH_3p22.2a	4235	0.0	0.0
L1FLnI_3p22.2a	8522	0.0	0.0
MER4B_3p22.3	4352	0.0	0.0
ERVLE_3p21.31a	1935	0.0	0.0
ERV316A3_3p21.31a	2862	0.0	0.0
ERV316A3_3p21.31b	921	0.0	0.0
L1FLnI_3p21.1f	10057	0.0	0.0
L1FLnI_3p21.1e	10112	0.0	0.0
ERV316A3_3p21.1c	2340	0.0	0.0
L1FLnI_3p21.1d	10143	0.0	0.0
L1FLnI_3p21.1c	10159	0.0	0.0
ERV316A3_3p21.1b	3224	0.0	0.0
ERV316A3_3p21.1a	3052	0.0	0.0
L1FLnI_3p21.1b	10128	0.0	0.0
L1FLnI_3p21.1a	10028	0.0	0.0
MER4B_3p21.2b	1067	0.0	0.0
MER4_3p21.2	5103	0.0	0.0
HERVIP10FH_3p21.2	5709	0.0	0.0
ERV316A3_3p21.2b	632	0.0	0.0
MER61_3p21.2	3873	0.0	0.0
ERV316A3_3p21.2a	2806	0.0	0.0
ERVLB4_3p21.2	620	0.0	0.0
MER4B_3p21.2a	2661	0.0	0.0
HERV9_3p21.2	5692	0.0	0.0
HERVI_3p21.2	3804	0.0	0.0
L1FLnI_3p21.2m	10076	0.0	0.0
HERVH48_3p21.2	1940	0.0	0.0
L1FLnI_3p21.2l	10151	0.0	0.0
L1FLnI_3p21.2k	8625	0.0	0.0
L1FLnI_3p21.2j	10513	0.0	0.0
ERVLE_3p21.1	1095	0.0	0.0
L1FLnI_3p21.1g	10116	0.0	0.0
L1FLnI_3p21.2h	9347	0.0	0.0
L1ORF2_3p21.1	8019	0.0	0.0
L1FLnI_3p14.3q	10085	0.0	0.0
L1FLnI_3p14.3p	9520	0.0	0.0
L1FLnI_3p14.3o	10145	0.0	0.0
L1FLnI_3p14.3n	10142	0.0	0.0
HERVH_3p14.3b	5306	0.0	0.0
ERVLE_3p14.3b	881	0.0	0.0
L1FLnI_3p14.3m	10157	0.0	0.0
L1FLnI_3p14.3l	9351	0.0	0.0
L1FLnI_3p14.3k	10121	0.0	0.0
L1FLnI_3p14.3j	10079	0.0	0.0
L1FLnI_3p14.3i	10135	0.0	0.0
ERVLE_3p14.3a	808	0.0	0.0
L1FLnI_3p14.3h	10089	0.0	0.0
HERVL_3p14.3	3860	0.0	0.0
L1FLnI_3p14.3g	9375	0.0	0.0
L1FLnI_3p14.3f	10283	0.0	0.0
L1FLnI_3p14.3e	10137	0.0	0.0
L1FLnI_3p14.3d	10021	0.0	0.0
L1FLnI_3p14.3c	10024	0.0	0.0
MER41_3p14.3a	5349	0.0	0.0
HERVH_3p14.3a	5715	0.0	0.0
L1FLnI_3p14.3b	10420	0.0	0.0
L1FLnI_3p14.3a	10149	0.0	0.0
L1FLnI_3p21.2i	9321	0.0	0.0
L1FLnI_3p21.2g	10143	0.0	0.0
L1FLnI_3p21.31a	9447	0.0	0.0
L1FLnI_3p21.31f	10032	0.0	0.0
HERVL40_3p21.31	1148	0.0	0.0
HML6_3p21.31b	5397	0.0	0.0
HERVL18_3p21.31b	4576	0.0	0.0
HERVL18_3p21.31a	1691	0.0	0.0
ERVLB4_3p21.31d	1430	0.0	0.0
HERVH_3p21.31e	5476	0.0	0.0
HML5_3p21.31	1079	0.0	0.0
HERVH_3p21.31d	6121	0.0	0.0
ERVLE_3p21.31e	817	0.0	0.0
ERVLE_3p21.31d	1145	0.0	0.0
HERVH_3p21.31c	5787	0.0	0.0
L1FLnI_3p21.31e	8649	0.0	0.0
L1FLnI_3p21.31d	8765	0.0	0.0
L1FLnI_3p21.31c	8632	0.0	0.0
L1FLnI_3p21.31b	8639	0.0	0.0
HERVP71A_3p21.31	7612	0.0	0.0
ERVLB4_3p21.31c	1689	0.0	0.0
ERVLB4_3p21.31b	1469	0.0	0.0
HML6_3p21.31a	8016	0.0	0.0
HERVFRD_3p21.31	5682	0.0	0.0
ERV316A3_3p21.31c	3226	0.0	0.0
ERVLE_3p21.31c	3522	0.0	0.0
ERVLE_3p21.31b	699	0.0	0.0
ERV316A3_3p21.31d	2699	0.0	0.0
L1FLnI_3p21.31g	9552	0.0	0.0
L1FLnI_3p21.2f	10129	0.0	0.0
HERVL_3p21.31a	2919	0.0	0.0
HERVL_3p21.2	6028	0.0	0.0
L1FLnI_3p21.2e	8975	0.0	0.0
L1FLnI_3p21.2d	10158	0.0	0.0
L1FLnI_3p21.2c	10034	0.0	0.0
ERVLE_3p21.2	943	0.0	0.0
L1FLnI_3p21.2b	10407	0.0	0.0
L1FLnI_3p21.2a	9427	0.0	0.0
MER41_3p21.2	2886	0.0	0.0
MER4_3p21.31b	682	0.0	0.0
MER4_3p21.31a	998	0.0	0.0
HERVFH19_3p21.31	1842	0.0	0.0
HML3_3p21.31b	4820	0.0	0.0
HML3_3p21.31a	1205	0.0	0.0
HERVH_3p21.31f	6249	0.0	0.0
ERVLB4_3p21.31e	679	0.0	0.0
HERVIP10FH_3p21.31	1465	0.0	0.0
HERVW_3p21.31	3277	0.0	0.0
HERVIP10F_3p21.31	5068	0.0	0.0
HERVL_3p21.31b	6454	0.0	0.0
ERVLE_3p21.31g	4065	0.0	0.0
MER101_3p21.31	1683	0.0	0.0
ERVLE_3p21.31f	1474	0.0	0.0
ERV316A3_3p21.31e	643	0.0	0.0
HUERSP1_3p12.1	7248	0.0	0.0
HERVH_3p12.1a	5587	0.0	0.0
L1FLnI_3p22.3o	9525	0.0	0.0
ERV316A3_3q13.11e	1431	0.0	0.0
ERVLB4_3q13.11c	2200	0.0	0.0
HERVL_3q13.11d	5549	0.0	0.0
L1FLnI_3q13.11u	9995	0.0	0.0
ERVLB4_3q13.11b	1514	0.0	0.0
ERV316A3_3q13.11h	851	0.0	0.0
ERV316A3_3q13.11g	1234	0.0	0.0
L1FLnI_3q13.11t	10279	0.0	0.0
ERV316A3_3q13.11f	1198	0.0	0.0
L1FLnI_3q13.11s	10169	0.0	0.0
L1FLnI_3q13.11r	8763	0.0	0.0
L1FLnI_3q13.11q	10268	0.0	0.0
L1FLnI_3q13.11p	9708	0.0	0.0
L1FLnI_3q12.2d	8753	0.0	0.0
L1FLnI_3q13.11o	10467	0.0	0.0
L1FLnI_3q13.11n	8701	0.0	0.0
L1FLnI_3q13.11m	10132	0.0	0.0
ERVLE_3q13.11c	606	0.0	0.0
HERVL_3q13.11c	1360	0.0	0.0
HERVH_3q13.11	5846	0.0	0.0
MER4B_3q13.11	876	0.0	0.0
MER4_3q13.11	3997	0.0	0.0
L1FLnI_3q13.11l	9839	0.0	0.0
L1FLnI_3q13.11k	9967	0.0	0.0
L1FLnI_3q13.11j	8984	0.0	0.0
ERVLE_3q13.11d	929	0.0	0.0
ERV316A3_3q13.11i	846	0.0	0.0
L1FLnI_3q13.11v	10404	0.0	0.0
L1FLnI_3q13.11w	9582	0.0	0.0
ERVLB4_3q13.13	1476	0.0	0.0
ERV316A3_3q13.12f	2789	0.0	0.0
L1FLnI_3q13.12j	10016	0.0	0.0
L1FLnI_3q13.12i	10026	0.0	0.0
L1FLnI_3q13.12h	9800	0.0	0.0
HERVH_3q13.12b	2351	0.0	0.0
L1FLnI_3q13.12g	10429	0.0	0.0
L1FLnI_3q13.12f	10446	0.0	0.0
L1FLnI_3q13.12e	10121	0.0	0.0
ERV316A3_3q13.12e	2720	0.0	0.0
ERV316A3_3q13.12d	1140	0.0	0.0
ERV316A3_3q13.12c	952	0.0	0.0
L1FLnI_3q13.12d	10153	0.0	0.0
MER4B_3q13.12	2633	0.0	0.0
ERV316A3_3q13.12b	516	0.0	0.0
L1FLnI_3q13.12c	10031	0.0	0.0
HERVH_3q13.12a	5599	0.0	0.0
ERV316A3_3q13.12a	2479	0.0	0.0
L1FLnI_3q13.12b	10030	0.0	0.0
L1FLnI_3q13.12a	9634	0.0	0.0
L1FLnI_3q13.11x	9964	0.0	0.0
HERVL_3q13.11e	1725	0.0	0.0
MER61_3q13.11	4153	0.0	0.0
L1FLnI_3q13.11i	10448	0.0	0.0
MER101_3q13.11b	1107	0.0	0.0
HML3_3q13.11b	6036	0.0	0.0
ERVLE_3q12.3b	595	0.0	0.0
L1FLnI_3q12.3l	8638	0.0	0.0
ERVLE_3q12.3a	2001	0.0	0.0
L1FLnI_3q12.3k	11051	0.0	0.0
L1FLnI_3q12.3j	10070	0.0	0.0
L1FLnI_3q12.3i	9276	0.0	0.0
L1FLnI_3q12.3h	9286	0.0	0.0
L1FLnI_3q12.3g	10129	0.0	0.0
ERV316A3_3q12.3	741	0.0	0.0
L1FLnI_3q12.3f	10150	0.0	0.0
ERVLB4_3q12.3	4065	0.0	0.0
L1FLnI_3q12.3e	10433	0.0	0.0
L1FLnI_3q12.3d	9201	0.0	0.0
L1FLnI_3q12.3c	10396	0.0	0.0
HERVS71_3q12.3	10010	0.0	0.0
L1FLnI_3q12.3b	9242	0.0	0.0
L1FLnI_3q12.3a	8613	0.0	0.0
L1FLnI_3q12.2k	8725	0.0	0.0
L1FLnI_3q12.2j	10145	0.0	0.0
L1FLnI_3q12.2i	9735	0.0	0.0
L1FLnI_3q12.2h	10249	0.0	0.0
ERVL_3q12.2	1544	0.0	0.0
L1FLnI_3q12.2g	8928	0.0	0.0
L1FLnI_3q12.2f	10132	0.0	0.0
HERVL18_3q12.3	6462	0.0	0.0
L1FLnI_3q12.3m	10157	0.0	0.0
MER101_3q13.11a	1190	0.0	0.0
HERVL40_3q12.3	837	0.0	0.0
HUERSP3B_3q13.11	6131	0.0	0.0
ERVLB4_3q13.11a	1891	0.0	0.0
ERVLE_3q13.11b	1835	0.0	0.0
ERV316A3_3q13.11d	931	0.0	0.0
ERV316A3_3q13.11c	1336	0.0	0.0
L1FLnI_3q13.11h	9874	0.0	0.0
L1FLnI_3q13.11g	9561	0.0	0.0
HUERSP2_3q13.11	4379	0.0	0.0
ERVL_3q13.11	2524	0.0	0.0
ERVLE_3q13.11a	872	0.0	0.0
L1FLnI_3q13.11f	9960	0.0	0.0
HERVL_3q13.11b	6516	0.0	0.0
L1FLI_3q13.11	8049	0.0	0.0
L1FLnI_3q13.11e	9353	0.0	0.0
L1FLnI_3q13.11d	10148	0.0	0.0
ERV316A3_3q13.11b	1108	0.0	0.0
L1FLnI_3q13.11c	8771	0.0	0.0
HERVL_3q13.11a	4344	0.0	0.0
L1FLnI_3q13.11b	10027	0.0	0.0
HML3_3q13.11a	7035	0.0	0.0
ERV316A3_3q13.11a	2235	0.0	0.0
L1FLnI_3q13.11a	11487	0.0	0.0
PRIMA41_3q12.3	3901	0.0	0.0
ERV316A3_3q13.13a	2226	0.0	0.0
MER101_3q13.13	5055	0.0	0.0
L1FLnI_3q13.13a	10015	0.0	0.0
ERV316A3_3q13.2b	2691	0.0	0.0
ERVLE_3q13.2b	1194	0.0	0.0
HERVL74_3q13.2b	1191	0.0	0.0
HERVL74_3q13.2a	1740	0.0	0.0
L1FLnI_3q13.2k	8668	0.0	0.0
ERVLE_3q13.2a	1124	0.0	0.0
ERV316A3_3q13.2a	2059	0.0	0.0
L1FLnI_3q13.2j	10150	0.0	0.0
L1FLnI_3q13.2i	8918	0.0	0.0
HERVL_3q13.2	4490	0.0	0.0
L1FLnI_3q13.2h	10017	0.0	0.0
PRIMA41_3q13.2	815	0.0	0.0
MER4_3q13.2b	3534	0.0	0.0
HERVH_3q13.2	4950	0.0	0.0
MER4_3q13.2a	4694	0.0	0.0
HERV3_3q13.2	6431	0.0	0.0
L1FLnI_3q13.2g	11271	0.0	0.0
L1FLnI_3q13.2f	10109	0.0	0.0
L1FLnI_3q13.2e	10137	0.0	0.0
L1FLnI_3q13.2d	10115	0.0	0.0
L1FLnI_3q13.2c	10098	0.0	0.0
L1FLnI_3q13.2b	10119	0.0	0.0
L1FLnI_3q13.2a	9754	0.0	0.0
L1FLnI_3q13.13ma	10030	0.0	0.0
ERVLE_3q13.2c	604	0.0	0.0
HUERSP2_3q13.2	2714	0.0	0.0
L1FLnI_3q13.13la	8920	0.0	0.0
L1FLnI_3q13.2l	10148	0.0	0.0
L1FLnI_3q13.31n	10245	0.0	0.0
L1FLnI_3q13.31m	10098	0.0	0.0
L1FLnI_3q13.31l	10026	0.0	0.0
L1FLnI_3q13.31k	10027	0.0	0.0
L1FLnI_3q13.31j	10040	0.0	0.0
HERVH_3q13.31b	5870	0.0	0.0
HERVH_3q13.31a	5679	0.0	0.0
L1FLnI_3q13.31i	9608	0.0	0.0
HERVW_3q13.31	2344	0.0	0.0
L1FLnI_3q13.31h	8709	0.0	0.0
L1FLnI_3q13.31g	8911	0.0	0.0
L1FLnI_3q13.31f	9458	0.0	0.0
L1FLnI_3q13.31e	9795	0.0	0.0
ERV316A3_3q13.31b	5142	0.0	0.0
L1FLnI_3q13.31d	10164	0.0	0.0
L1FLnI_3q13.31c	10174	0.0	0.0
MER4_3q13.31	6313	0.0	0.0
L1FLnI_3q13.31b	10455	0.0	0.0
L1FLnI_3q13.31a	10014	0.0	0.0
MER41_3q13.31a	3653	0.0	0.0
ERV316A3_3q13.31a	2740	0.0	0.0
ERVLB4_3q13.31	2067	0.0	0.0
L1FLnI_3q13.2m	10147	0.0	0.0
HERVK11_3q13.13	6316	0.0	0.0
L1FLnI_3q13.13ka	10348	0.0	0.0
ERV316A3_3q13.13b	1783	0.0	0.0
ERV316A3_3q13.13e	2499	0.0	0.0
HERVL40_3q13.13a	1638	0.0	0.0
ERVLE_3q13.13e	671	0.0	0.0
ERVLE_3q13.13d	1504	0.0	0.0
ERV316A3_3q13.13d	2966	0.0	0.0
HERVL_3q13.13b	1848	0.0	0.0
L1FLnI_3q13.13m	8506	0.0	0.0
L1FLnI_3q13.13l	10035	0.0	0.0
L1FLnI_3q13.13k	9700	0.0	0.0
HERVL_3q13.13a	6396	0.0	0.0
L1FLnI_3q13.13j	9390	0.0	0.0
L1FLnI_3q13.13i	10202	0.0	0.0
L1FLnI_3q13.13h	9814	0.0	0.0
L1FLnI_3q13.13g	10119	0.0	0.0
L1FLnI_3q13.13f	10203	0.0	0.0
L1FLnI_3q13.13e	9011	0.0	0.0
L1FLI_3q13.13	8046	0.0	0.0
L1FLnI_3q13.13d	10024	0.0	0.0
ERVLE_3q13.13c	1386	0.0	0.0
L1FLnI_3q13.13c	10136	0.0	0.0
ERV316A3_3q13.13c	564	0.0	0.0
ERVLE_3q13.13b	761	0.0	0.0
L1FLnI_3q13.13b	10164	0.0	0.0
ERVLE_3q13.13a	729	0.0	0.0
ERVL_3q13.13	3927	0.0	0.0
L1FLnI_3q13.13n	10026	0.0	0.0
L1FLnI_3q13.13ja	10422	0.0	0.0
L1FLnI_3q13.13o	9034	0.0	0.0
L1FLnI_3q13.13ia	9446	0.0	0.0
L1FLnI_3q13.13ha	8689	0.0	0.0
L1FLnI_3q13.13ga	10578	0.0	0.0
MER41_3q13.13	4942	0.0	0.0
L1FLnI_3q13.13fa	9190	0.0	0.0
L1FLnI_3q13.13ea	9831	0.0	0.0
L1FLnI_3q13.13da	8649	0.0	0.0
ERVLE_3q13.13f	573	0.0	0.0
L1FLnI_3q13.13ca	10473	0.0	0.0
L1FLnI_3q13.13ba	10028	0.0	0.0
L1FLnI_3q13.13aa	10442	0.0	0.0
L1FLnI_3q13.13z	8940	0.0	0.0
L1FLnI_3q13.13y	9014	0.0	0.0
L1FLnI_3q13.13x	10022	0.0	0.0
HERVL40_3q13.13b	1920	0.0	0.0
L1FLnI_3q13.13w	9556	0.0	0.0
L1FLnI_3q13.13v	10075	0.0	0.0
L1FLnI_3q13.13u	10035	0.0	0.0
L1FLnI_3q13.13t	10062	0.0	0.0
L1FLnI_3q13.13s	9229	0.0	0.0
L1FLnI_3q13.13r	10384	0.0	0.0
L1FLnI_3q13.13q	10395	0.0	0.0
L1FLnI_3q13.13p	9860	0.0	0.0
L1FLnI_3q12.2e	8593	0.0	0.0
L1FLnI_3q12.2c	9897	0.0	0.0
HERVFRD_3p12.1	4564	0.0	0.0
L1FLnI_3p11.1p	8749	0.0	0.0
L1FLnI_3p11.1w	10135	0.0	0.0
L1FLnI_3p11.1v	10021	0.0	0.0
L1FLnI_3p11.1u	10036	0.0	0.0
L1FLnI_3p11.1t	10024	0.0	0.0
L1FLnI_3p11.1s	10159	0.0	0.0
L1FLnI_3p11.1r	10044	0.0	0.0
L1FLnI_3p11.1q	10028	0.0	0.0
ERVLE_3p11.1d	2376	0.0	0.0
ERVLE_3p11.1c	572	0.0	0.0
ERVLE_3p11.1b	538	0.0	0.0
ERVLE_3p11.1a	1192	0.0	0.0
L1FLnI_3p11.1o	10030	0.0	0.0
MER41_3q12.2	5096	0.0	0.0
L1FLnI_3p11.1n	10024	0.0	0.0
L1FLnI_3p11.1m	10029	0.0	0.0
L1FLnI_3p11.1l	9074	0.0	0.0
L1FLnI_3p11.1k	8810	0.0	0.0
L1FLnI_3p11.1j	10237	0.0	0.0
L1FLnI_3p11.1i	9219	0.0	0.0
L1FLnI_3p11.1h	9335	0.0	0.0
L1FLnI_3p11.1g	8878	0.0	0.0
L1FLnI_3p11.1f	10020	0.0	0.0
L1FLnI_3p11.1e	10142	0.0	0.0
ERVLB4_3p11.1c	2992	0.0	0.0
ERVLB4_3p11.1d	4582	0.0	0.0
HERVL40_3p11.1	4381	0.0	0.0
HERVH_3p11.1a	1435	0.0	0.0
HERVH_3p11.1b	3724	0.0	0.0
PRIMA4_3q11.2	2151	0.0	0.0
L1FLnI_3q11.2a	10328	0.0	0.0
ERVLE_3q11.1	862	0.0	0.0
L1FLnI_3q11.1j	10020	0.0	0.0
HERVH_3q11.1	5932	0.0	0.0
L1FLnI_3q11.1i	10127	0.0	0.0
L1FLnI_3q11.1h	9526	0.0	0.0
L1FLnI_3q11.1g	8873	0.0	0.0
L1FLnI_3q11.1f	10022	0.0	0.0
L1FLnI_3q11.1e	9366	0.0	0.0
L1FLnI_3q11.1d	9643	0.0	0.0
HERVL_3q11.1	2490	0.0	0.0
L1FLnI_3q11.1c	10234	0.0	0.0
L1FLnI_3q11.1b	10124	0.0	0.0
L1FLnI_3q11.1a	10052	0.0	0.0
L1FLnI_3p11.1ea	10022	0.0	0.0
L1FLnI_3p11.1da	9980	0.0	0.0
L1FLnI_3p11.1ca	10021	0.0	0.0
L1FLnI_3p11.1ba	9373	0.0	0.0
L1FLnI_3p11.1aa	10088	0.0	0.0
L1FLnI_3p11.1z	10097	0.0	0.0
L1FLnI_3p11.1y	10030	0.0	0.0
L1FLnI_3p11.1x	10149	0.0	0.0
ERVLB4_3p11.1b	4286	0.0	0.0
ERVLB4_3p11.1a	1089	0.0	0.0
ERV316A3_3p11.1	915	0.0	0.0
L1FLnI_3p12.1o	9322	0.0	0.0
HERV30_3p12.1	5471	0.0	0.0
HUERSP3_3p12.1	6496	0.0	0.0
HERVH_3p12.1b	6852	0.0	0.0
HERVL_3p12.1c	2086	0.0	0.0
ERVLE_3p12.1c	3439	0.0	0.0
L1FLnI_3p12.1m	10143	0.0	0.0
ERV316A3_3p12.1c	1220	0.0	0.0
ERVLB4_3p12.1b	2204	0.0	0.0
L1FLnI_3p12.1l	10128	0.0	0.0
L1FLnI_3p12.1k	10138	0.0	0.0
L1FLnI_3p12.1j	10009	0.0	0.0
L1FLnI_3p12.1i	8825	0.0	0.0
L1FLnI_3p12.1h	9782	0.0	0.0
ERVLE_3p12.1b	2617	0.0	0.0
L1FLnI_3p12.1g	10165	0.0	0.0
L1FLnI_3p12.1f	10131	0.0	0.0
ERV316A3_3p12.1b	1723	0.0	0.0
L1FLnI_3p12.1e	10445	0.0	0.0
L1FLnI_3p12.1d	10188	0.0	0.0
L1FLnI_3p12.1c	8724	0.0	0.0
HERVL_3p12.1b	6478	0.0	0.0
ERV316A3_3p12.1a	1625	0.0	0.0
ERVLB4_3p12.1a	2706	0.0	0.0
L1FLnI_3p12.1n	10203	0.0	0.0
L1FLnI_3p12.1p	9735	0.0	0.0
HERVW_3p11.1	5492	0.0	0.0
ERV316A3_3p12.1d	2017	0.0	0.0
L1FLnI_3p11.1d	10157	0.0	0.0
L1FLnI_3p11.1c	10553	0.0	0.0
